"Baby	";"Baby	";"das	";"Babys	";;;Nomen
Feuerwehrmann;fireman;der;Feuerwehrmänner;;;Nomen
Frisörgeschäft;dontknow;das;Frisörgeschäfte;;;Nomen
Hafen;harbor;der;Häfen;;;Nomen
Hafenkrankenhaus;harbor hospital;das;Hafenkrankenhäuser;;;Nomen
Haken;hook;der;Häken;;;Nomen
Hals-Nasen-Ohren-Arzt;ENT docktor;der;Ärzte;;;Nomen
Job;job;der;Jobs;;;Nomen
Kinderwagen;baby buggy;der;-;;;Nomen
Kosmetikerin;beautician;die;Kosmetikerinnen;;;Nomen
Kosmetikgeschäft;beatucian shop;das;Kosmetikgeschäfte;;;Nomen
Krankenhaus;hospital;das;Krankenhäuser;;;Nomen
Krankenpfleger;male nurse;der;-;;;Nomen
Lebensretter;life saver;der;-;;;Nomen
Notärztin;emergency doctor;die;Notäaztinnen;;;Nomen
Notarztwagen;emergency ambulance;der;-;;;Nomen
Notaufnahme;emergency hospitalization;die;Notaufnahmen;;;Nomen
Opfer;casualty;das;-;;;Nomen
Personenwagen;passenger car;der;-;;;Nomen
Praxis;practice;die;Praxen;;;Nomen
Reaktion;reaction;die;Reaktionnen;;;Nomen
Sanitäter;ambulance man;der;-;;;Nomen
Schiff;boat;das;Schiffe;;;Nomen
Schirm;umbrella;der;Schirme;;;Nomen
Schmerz;pain;der;Schmerzen;;;Nomen
Sprechstunde;consultation hour;die;Sprechstunden;;;Nomen
Tempo;pace;das;;;;Nomen
Tod;death;der;;;;Nomen
Unfallopfer;accident victim;das;-;;;Nomen
Unfallort;accident place;der;Unfallorte;;;Nomen
Uniform;uniform;die;Uniformen;;;Nomen
Verkehr;traffic, transport;der;;;;Nomen
Vorsicht;attention;die;;;;Nomen
Zahnarzt;dentist;der;Zahnärzte;;;Nomen
Zahnarztpraxis;dental practice;die;Zahnarztpraxen;;;Nomen
Zentrale;center;die;Zentralen;;;Nomen
Ankunft;arrival;die;;;;Nomen
Ansage;announcement;die;Ansagen;;;Nomen
Anschluss;pin, connection;der;Anschlüsse;;;Nomen
Bahnhofcafe;station cafe;das;Bahnhofscafes;;;Nomen
Bahnsteig;departure platform;der;Bahnsteige;;;Nomen
Blumenladen;floorist;der;Blumenläden;;;Nomen
Decke;blanker, ceiling, cover;die;Decken;;;Nomen
Ehepaar;married couple;das;Ehepaare;;;Nomen
Einladung;invitation;die;Einladungen;;;Nomen
Essen;dinner, food, meal;das;-;;;Nomen
Flughafen;airport;der;Flüghafen;;;Nomen
Gast;guest;der;Gäste;;;Nomen
Getränk;drink, beverage;das;Getränke;;;Nomen
Glas;glass;das;Gläser;;;Nomen
ICE;;der;;;;Nomen
Käfig;cage;der;Käfige;;;Nomen
Kartoffelsalat;potato salad;der;Kartoffelsalate;;;Nomen
Keller;cellar;der;-;;;Nomen
Ketchup;ketchup;der;;;;Nomen
Laden;shop, store;der;Läden;;;Nomen
Museumsplatz;museum;der;;;;Nomen
Party;Party;die;Partys;;;Nomen
Platz;place;der;Plätze;;;Nomen
Raum;room;der;Räume;;;Nomen
See;lake;der;Seen;;;Nomen
Senf;mustard;der;;;;Nomen
Sportler;athlete;der;-;;;Nomen
Station;station;die;Stationen;;;Nomen
Suppe;soup;die;Suppen;;;Nomen
Tafel;blackboard;die;Tafeln;;;Nomen
Taxifahrer;cab driver;der;-;;;Nomen
Teddy;Teddy;der;Teddys;;;Nomen
Tomatensalat;tomato salad;der;Tomatensalate;;;Nomen
Vase;vase;die;Vasen;;;Nomen
Verspätung;delay, late arrival;die;Verspätungen;;;Nomen
Wald;forest;der;Wälder;;;Nomen
Wasserflasche;water bottle;die;Wasserflaschen;;;Nomen
Wurst;sausage;die;Würste;;;Nomen
Ausflug;trip;der;Aüsfluge;;;Nomen
Burg;castle;die;Burgen;;;Nomen
Bushaltestelle;bus stop;die;Bushaltestellen;;;Nomen
Cafe;cafe;das;Cafes;;;Nomen
Computergeschäft;shop;das;Computergeschäfte;;;Nomen
Dom;cathedral;der;Dome;;;Nomen
Doppelzimmer;double room;das;-;;;Nomen
Ecke;corner;die;Ecken;;;Nomen
Einzelzimmer;single room;das;-;;;Nomen
Entschuldigung;i am sorry;die;Entschuldigungen;;;Nomen
Fahrradvermietung;bike renting;die;Fahrradvermietungen;;;Nomen
Früstück;breakfast;das;Früstücke;;;Nomen
Halbpension;demi pension;die;Halbpensionen;;;Nomen
Haltestelle;stop;die;Haltestellen;;;Nomen
HauptstraSSe;main street;die;HauftstraSSen;;;Nomen
Internet-Anschluss;internet connection;der;Anschlüsse;;;Nomen
Kindergarten;kindergarten;der;Kindergärten;;;Nomen
Kirche;church;die;Kirchen;;;Nomen
Konzert;concert;das;Konzerte;;;Nomen
Konzertkarte;concert ticket;die;Konzertkarten;;;Nomen
Kreuzung;crossroads;die;Kreuzungen;;;Nomen
Lokal;pub;das;Lokale;;;Nomen
Nacht;night;die;Nächte;;;Nomen
Nähe;adjance, closeness;die;;;;Nomen
Post;post;die;;;;Nomen
Rathaus;townhall;das;Rathäuser;;;Nomen
Regen;rain;der;;;;Nomen
Reisebüro;travel agency;das;Reisebüros;;;Nomen
Schloss;castle, palace;das;Schlösser;;;Nomen
Schule;school;die;Schulen;;;Nomen
Swimmbad;swimming pool;das;Schwimmbäder;;;Nomen
Sehenswürdigkeit;landmark, object of interest;die;Sehenswürdigkeiten;;;Nomen
Sportplatz;sports field;der;Sportplätze;;;Nomen
StraSSenbahn;tram;die;StraSSenbahnen;;;Nomen
StraSSenbahnhaltestelle;tram stop;die;StraSSenbahnhaltestellen;;;Nomen
Stück;piece;das;Stücke;;;Nomen
Telefonzelle;telephone booth;die;Telefonzellen;;;Nomen
Tennisplatz;tennis court;der;Tennisplätze;;;Nomen
Touristeninformation;tourist information;die;Touristeninformationen;;;Nomen
Übernachtung;accommodation;die;Übernachtungen;;;Nomen
Ursache;cause;die;Ursachen;;;Nomen
Vollpension;full board;die;;;;Nomen
Wanderweg;hiking trail;der;Wanderwege;;;Nomen
Weg;path;der;Wege;;;Nomen
Abfahrt;departure;die;Abfahrten;;;Nomen
Anreise;arrival;die;Anreisen;;;Nomen
August;August;der;;;;Nomen
Autobahn;freeway;die;Autobahnen;;;Nomen
Autobahn-Abfahrt;exit;die;Autobahn-Abfahrten;;;Nomen
Bauernhof;farm, garage, bar;der;Bauernhöfe;;;Nomen
Bilddatenbank;image databank;die;Bilddatenbanken;;;Nomen
Bitte;plea, request;die;Bitten;;;Nomen
BundesstraSSe;federal highway;die;BundesstraSSen;;;Nomen
Clubhaus;clubhause;das;Clubhäuser;;;Nomen
Dame;lady;die;Damen;;;Nomen
Erlebnis;adventure, experience;das;Erlebnisse;;;Nomen
Fakt;fact;Der;Fakten;;;Nomen
Gebutsagsfeier;birthday party;die;Geburtstagsfeiern;;;Nomen
Hauptbahnhof;central railwaystation;der;Hauptbahnhöfe;;;Nomen
Hoteladresse;;die;Hoteladressen;;;Nomen
Internat-Seite;internet page;die;Internet-Seiten;;;Nomen
Juli;Luly;der;;;;Nomen
Kilometer;kilometer;der;-;;;Nomen
Kinderzimmer;children room;das;-;;;Nomen
Kultur;culture;die;Kulturen;;;Nomen
Kurve;bend;die;Kurven;;;Nomen
Lageplan;floor plan, layout plan;der;Lagepläne;;;Nomen
Linie;line, route;die;Linien;;;Nomen
Link;link;der;Links;;;Nomen
Parkplatz;parking area;der;Parkplätze;;;Nomen
Plan;plan, map;der;Pläne;;;Nomen
Prospekt;brochure;der;Prospekte;;;Nomen
Region;region;die;Regionen;;;Nomen
Richtung;direction;die;Richtungen;;;Nomen
Stadtplan;city map;der;Stadtpläne;;;Nomen
Tankstelle;filling station;die;Tankstellen;;;Nomen
Theater;theater;das;-;;;Nomen
Tourismus;tourism;der;;;;Nomen
Unterkunft;accommodation;die;Unterkünfte;;;Nomen
Veranstaltung;presentation;die;Veranstaltungen;;;Nomen
Wegbeschreibung;directions, location plan;die;Wegbeschreibungen;;;Nomen
Abendessen;dinner;das;-;;;Nomen
Alltag;daily routine;der;;;;Nomen
Arbeitszimmer;study room;das;-;;;Nomen
Fernsehprogramm;tv program;das;Fernsehhprogramme;;;Nomen
Garten;garden;der;Gärten;;;Nomen
Kakao;cocoa;der;;;;Nomen
Loch;hole;das;Löcher;;;Nomen
Nachmittag;afternoon;der;Nachmittage;;;Nomen
Rechnung;bill, calculation;die;Rechnungen;;;Nomen
Tätigkeit;activity, function, occupation;die;Tätigkeiten;;;Nomen
Traum;dream;der;Träume;;;Nomen
Vormittag;forenoon;der;Vormittage;;;Nomen
Abendbrot;supper, light evening meal;das;;;;Nomen
Arbeitstag;work day;der;Arbeitstage;;;Nomen
Arzttermin;Appointment;der;Arzttermine;;;Nomen
Bauer;farmer;der;Bauern;;;Nomen
Bäuerin;farmer;die;Bäuerinnen;;;Nomen
Büroarbeit;clerical work;die;Büroarbeiten;;;Nomen
Feierabend;closing time;der;Feierabende;;;Nomen
Feld;field, domain;das;Felder;;;Nomen
Fernsehen;TV;das;;;;Nomen
Gemüse;vegetables;das;;;;Nomen
Glück;joy, luck;das;;;;Nomen
Hausarbeit;domestic work;die;Aausarbeiten;;;Nomen
Huhn;chicken;das;Hühner;;;Nomen
Hühnerstall;chicken house;der;Hühnerstalle;;;Nomen
Interview;interview;das;Interviews;;;Nomen
Joghurt;Joghourt;der;;;;Nomen
Journalistin;lournalist;die;Journalistinnen;;;Nomen
Kuh;cow;die;Kühe;;;Nomen
Landwirt;farmer;der;Landwirte;;;Nomen
Lieblingsmannschaft;favourate team;die;Lieblingsmannschaften;;;Nomen
Mai;May;der;;;;Nomen
Maschine;machine;die;Maschinen;;;Nomen
Mittag;midday;der;;;;Nomen
Mittagessen;lunch;das;-;;;Nomen
Mittagspause;lunch break;die;Mittagspausen;;;Nomen
Mittagsschlaf;afternoon nap;der;;;;Nomen
Mitternacht;midnight;die;;;;Nomen
Obst;fruit;das;;;;Nomen
Ordnung;order, arrangement;die;Ordnungen;;;Nomen
Rechtsanwalt;advocate;der;Rechtsanwälte;;;Nomen
Reparatur;Repair;die;Reparaturen;;;Nomen
Schalter;Switch, counter;der;-;;;Nomen
Schwein;pig;das;Schweine;;;Nomen
Serie;series;die;Serien;;;Nomen
Sessel;armchair;der;-;;;Nomen
Stallarbeit;;die;Stallarbeiten;;;Nomen
Tasse;cup;die;Tassen;;;Nomen
Urlaub;holiday, leave;der;Urlaube;;;Nomen
Viertel;quarter;das;-;;;Nomen
Viertelstunde;quarter hour;die;Viertelstunden;;;Nomen
Wäsche;laundry;die;;;;Nomen
Woche;week;die;Wochen;;;Nomen
Teil;part, piece;der;Teile;;;Nomen
Einleitung;initiation, introduction;die;Einleitungen;;;Nomen
Abschnitt;article, chapter, clause;der;Abschnitte;;;Nomen
Vermutung;assumption;die;Vermutungen;;;Nomen
Zeile;scan, trace, streak;die;Zeilen;;;Nomen
April;April;der;;;;Nomen
Auge;eye;das;Augen;;;Nomen
Bäcker;baker;der;-;;;Nomen
Brötchen;bread roll, bun;das;-;;;Nomen
Dezember;December;der;;;;Nomen
Disco;club;die;Discos;;;Nomen
Ei;egg;das;Eier;;;Nomen
Februar;February;der;;;;Nomen
Flugzeug;Aircraft;das;Flugzeuge;;;Nomen
Gorilla;Gorilla;der;Gorillas;;;Nomen
Gott;god;der;Götter;;;Nomen
Januar;January;der;;;;Nomen
Juni;June;der;;;;Nomen
Kamel;camel;das;Kamele;;;Nomen
Lieblingsmannschaft;favorite team;der;Lieblinge;;;Nomen
März;March;der;;;;Nomen
November;November;der;;;;Nomen
Oktober;October;der;;;;Nomen
Park ;Park;der;Parks;;;Nomen
Passagier;Passenger;der;Passagiere;;;Nomen
Rente;pension;die;Renten;;;Nomen
Salz;salt;das;;;;Nomen
September;september;der;;;;Nomen
Stewardess;ar hostess;die;Stewardessen;;;Nomen
Tagesablauf;daily routine;der;Tagesabläufe;;;Nomen
Typ;type;der;Typen;;;Nomen
Uhrzeit;time of day;die;Uhrzeiten;;;Nomen
Vogel;bird;der;Vögel;;;Nomen
Wecker;alarm clock;der;-;;;Nomen
Wiese;lawn, meadow;die;Wiesen;;;Nomen
Wort;word;das;Wörter;;;Nomen
Wunde;wound;die;Wunden;;;Nomen
Wüste;sausage;die;Wüsten;;;Nomen
Bratwurst;fried sausage;die;Bratwürste;;;Nomen
Cola;cola;die;Colas;;;Nomen
Eistee;icetee;der;;;;Nomen
Frikadelle;meatball, hamburger;die;Frikadellen;;;Nomen
Garage;garage;die;Garagen;;;Nomen
Gas;gas;das;;;;Nomen
Geschirr;crockery;das;;;;Nomen
Hähnchen;chicken;das;-;;;Nomen
Hamburger;hamburger;der;-;;;Nomen
Haustür;front entry door;die;Haustüren;;;Nomen
Limonade;lemonade;die;Limonaden;;;Nomen
Mayonnaise;egg yolks;die;;;;Nomen
Pommes fries;chips;die;;;;Nomen
Schluss;finish, conclusion;der;;;;Nomen
Schnellimbiss;fast food;der;Schnellimbisse;;;Nomen
Schnitzel;chip, scrap;das;-;;;Nomen
Speise;dish, food;die;Speisen;;;Nomen
Speisekarte;menu;die;Speisekarten;;;Nomen
Strom;power;der;;;;Nomen
Treppe;stairs;die;Treppen;;;Nomen
Abflug;departure, takeoff;der;Abflüge;;;Nomen
Anfang;start, beginning;der;Anfänge;;;Nomen
Besichtigung;sightseeing;die;Besichtugungen;;;Nomen
Besprechung;conference, discussion;die;Besprechungen;;;Nomen
Blick;look;der;Blicke;;;Nomen
Dorf;village;das;Dörfer;;;Nomen
Erfolg;success;der;Erfolge;;;Nomen
Fahrradtour;bicycle tour;die;Fahrradtouren;;;Nomen
Feiertag;holiday;der;Feiertage;;;Nomen
Fernsehturm;tv tower;der;Fernsehtürme;;;Nomen
Frühjahr;spring;das;;;;Nomen
Führung;;der;Führungen;;;Nomen
Gartenparty;;die;Gaternpartys;;;Nomen
Gewitter;conduct, direction;das;-;;;Nomen
Herbst;Autumn, fall;der;;;;Nomen
Himmel;sky;der;;;;Nomen
Konferenz;conference;die;Konferenzen;;;Nomen
Kunde;client, customer;der;Kunden;;;Nomen
Lebensjahr;at the age of;das;Lebensjare;;;Nomen
Maifeiertag;;der;Maifeiertage;;;Nomen
Meer;Ocean;das;Meere;;;Nomen
Norden;North;der;;;;Nomen
Nordsee;Northsea;die;;;;Nomen
Oma;Grandma;die;Omas;;;Nomen
Osten;eastward, east;der;;;;Nomen
Ostsee;Baltic sea;die;;;;Nomen
Passagier;passenger;der;Pässe;;;Nomen
Regierungsgebäude;governmenr building;das;-;;;Nomen
Reichstag;the diet;der;;;;Nomen
Sonne;Sun;die;Sonnen;;;Nomen
Spaziergang;walk, excursion;der;Spaziergänge;;;Nomen
Süden;South;der;;;;Nomen
Symbol;Symbol;das;Symbole;;;Nomen
Temperatur;Temperature;die;Temperaturen;;;Nomen
Terminkalender;Appointment calendar;der;-;;;Nomen
Westen;West;der;;;;Nomen
Wetterkarte;Weather chart;die;Wetterkarten;;;Nomen
Wind;Wind;der;Winde;;;Nomen
